"T","U:0","U:1","U:2","alphat","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.99964,1.053,2.5239e-07,0,0,1.1656,1.1656,1,0.11,0.11,0.25,0.05
0.99962,1.0548,2.5888e-07,0,0,1.164,1.164,1,0.112,0.112,0.25,0.05
0.99959,1.0565,2.6538e-07,0,0,1.1624,1.1624,1,0.114,0.114,0.25,0.05
0.99957,1.0583,2.7188e-07,0,0,1.1609,1.1609,1,0.116,0.116,0.25,0.05
0.99954,1.06,2.7837e-07,0,0,1.1593,1.1593,1,0.118,0.118,0.25,0.05
0.99952,1.0618,2.8487e-07,0,0,1.1578,1.1578,1,0.12,0.12,0.25,0.05
0.99949,1.0636,2.9188e-07,0,0,1.1561,1.1561,1,0.122,0.122,0.25,0.05
0.99946,1.0655,2.9888e-07,0,0,1.1545,1.1545,1,0.124,0.124,0.25,0.05
0.99943,1.0673,3.0589e-07,0,0,1.1528,1.1528,1,0.126,0.126,0.25,0.05
0.9994,1.0692,3.129e-07,0,0,1.1511,1.1511,1,0.128,0.128,0.25,0.05
0.99937,1.071,3.1991e-07,0,0,1.1495,1.1495,1,0.13,0.13,0.25,0.05
0.99934,1.0729,3.2792e-07,0,0,1.1477,1.1477,1,0.132,0.132,0.25,0.05
0.9993,1.0748,3.3593e-07,0,0,1.146,1.146,1,0.134,0.134,0.25,0.05
0.99927,1.0767,3.4394e-07,0,0,1.1443,1.1443,1,0.136,0.136,0.25,0.05
0.99923,1.0786,3.5195e-07,0,0,1.1425,1.1425,1,0.138,0.138,0.25,0.05
0.9992,1.0805,3.5996e-07,0,0,1.1408,1.1408,1,0.14,0.14,0.25,0.05
0.99915,1.0825,3.6797e-07,0,0,1.139,1.139,1,0.142,0.142,0.25,0.05
0.99911,1.0844,3.7597e-07,0,0,1.1371,1.1371,1,0.144,0.144,0.25,0.05
0.99907,1.0864,3.8398e-07,0,0,1.1353,1.1353,1,0.146,0.146,0.25,0.05
0.99903,1.0883,3.9199e-07,0,0,1.1335,1.1335,1,0.148,0.148,0.25,0.05
0.99898,1.0903,4e-07,0,0,1.1317,1.1317,1,0.15,0.15,0.25,0.05
0.99893,1.0923,4.085e-07,0,0,1.1298,1.1298,1,0.152,0.152,0.25,0.05
0.99888,1.0943,4.17e-07,0,0,1.1279,1.1279,1,0.154,0.154,0.25,0.05
0.99883,1.0963,4.255e-07,0,0,1.126,1.126,1,0.156,0.156,0.25,0.05
0.99878,1.0982,4.34e-07,0,0,1.1242,1.1242,1,0.158,0.158,0.25,0.05
0.99873,1.1002,4.4249e-07,0,0,1.1223,1.1223,1,0.16,0.16,0.25,0.05
0.99867,1.1023,4.5199e-07,0,0,1.1203,1.1203,1,0.162,0.162,0.25,0.05
0.99861,1.1043,4.6149e-07,0,0,1.1184,1.1184,1,0.164,0.164,0.25,0.05
0.99855,1.1063,4.7099e-07,0,0,1.1165,1.1165,1,0.166,0.166,0.25,0.05
0.9985,1.1083,4.8049e-07,0,0,1.1145,1.1145,1,0.168,0.168,0.25,0.05
0.99844,1.1103,4.8999e-07,0,0,1.1126,1.1126,1,0.17,0.17,0.25,0.05
0.99837,1.1124,5e-07,0,0,1.1106,1.1106,1,0.172,0.172,0.25,0.05
0.9983,1.1144,5.1002e-07,0,0,1.1087,1.1087,1,0.174,0.174,0.25,0.05
0.99823,1.1164,5.2003e-07,0,0,1.1067,1.1067,1,0.176,0.176,0.25,0.05
0.99817,1.1185,5.3004e-07,0,0,1.1047,1.1047,1,0.178,0.178,0.25,0.05
0.9981,1.1205,5.4005e-07,0,0,1.1027,1.1027,1,0.18,0.18,0.25,0.05
0.99802,1.1226,5.5004e-07,0,0,1.1007,1.1007,1,0.182,0.182,0.25,0.05
0.99794,1.1246,5.6003e-07,0,0,1.0987,1.0987,1,0.184,0.184,0.25,0.05
0.99787,1.1266,5.7002e-07,0,0,1.0967,1.0967,1,0.186,0.186,0.25,0.05
0.99779,1.1287,5.8e-07,0,0,1.0947,1.0947,1,0.188,0.188,0.25,0.05
0.99771,1.1307,5.8999e-07,0,0,1.0927,1.0927,1,0.19,0.19,0.25,0.05
0.99762,1.1328,6.0149e-07,0,0,1.0906,1.0906,1,0.192,0.192,0.25,0.05
0.99753,1.1348,6.13e-07,0,0,1.0886,1.0886,1,0.194,0.194,0.25,0.05
0.99745,1.1369,6.245e-07,0,0,1.0866,1.0866,1,0.196,0.196,0.25,0.05
0.99736,1.1389,6.36e-07,0,0,1.0845,1.0845,1,0.198,0.198,0.25,0.05
0.99727,1.1409,6.475e-07,0,0,1.0825,1.0825,1,0.2,0.2,0.25,0.05
0.99717,1.143,6.6001e-07,0,0,1.0804,1.0804,1,0.202,0.202,0.25,0.05
0.99707,1.145,6.7251e-07,0,0,1.0784,1.0784,1,0.204,0.204,0.25,0.05
0.99698,1.147,6.8501e-07,0,0,1.0763,1.0763,1,0.206,0.206,0.25,0.05
0.99688,1.1491,6.9751e-07,0,0,1.0743,1.0743,1,0.208,0.208,0.25,0.05
0.99678,1.1511,7.1002e-07,0,0,1.0722,1.0722,1,0.21,0.21,0.25,0.05
0.99667,1.1531,7.225e-07,0,0,1.0702,1.0702,1,0.212,0.212,0.25,0.05
0.99656,1.1551,7.3498e-07,0,0,1.0681,1.0681,1,0.214,0.214,0.25,0.05
0.99645,1.1571,7.4746e-07,0,0,1.066,1.066,1,0.216,0.216,0.25,0.05
0.99634,1.1591,7.5994e-07,0,0,1.064,1.064,1,0.218,0.218,0.25,0.05
0.99623,1.1612,7.7242e-07,0,0,1.0619,1.0619,1,0.22,0.22,0.25,0.05
0.99611,1.1631,7.8592e-07,0,0,1.0599,1.0599,1,0.222,0.222,0.25,0.05
0.99599,1.1651,7.9942e-07,0,0,1.0578,1.0578,1,0.224,0.224,0.25,0.05
0.99587,1.1671,8.1293e-07,0,0,1.0557,1.0557,1,0.226,0.226,0.25,0.05
0.99575,1.1691,8.2643e-07,0,0,1.0537,1.0537,1,0.228,0.228,0.25,0.05
0.99563,1.1711,8.3994e-07,0,0,1.0516,1.0516,1,0.23,0.23,0.25,0.05
0.9955,1.1731,8.5444e-07,0,0,1.0495,1.0495,1,0.232,0.232,0.25,0.05
0.99536,1.175,8.6895e-07,0,0,1.0475,1.0475,1,0.234,0.234,0.25,0.05
0.99523,1.177,8.8345e-07,0,0,1.0454,1.0454,1,0.236,0.236,0.25,0.05
0.9951,1.179,8.9796e-07,0,0,1.0433,1.0433,1,0.238,0.238,0.25,0.05
0.99497,1.1809,9.1246e-07,0,0,1.0413,1.0413,1,0.24,0.24,0.25,0.05
0.99482,1.1828,9.2797e-07,0,0,1.0392,1.0392,1,0.242,0.242,0.25,0.05
0.99468,1.1848,9.4348e-07,0,0,1.0372,1.0372,1,0.244,0.244,0.25,0.05
0.99453,1.1867,9.5898e-07,0,0,1.0351,1.0351,1,0.246,0.246,0.25,0.05
0.99439,1.1886,9.7449e-07,0,0,1.0331,1.0331,1,0.248,0.248,0.25,0.05
0.99424,1.1906,9.9e-07,0,0,1.031,1.031,1,0.25,0.25,0.25,0.05
0.99409,1.1924,1.0065e-06,0,0,1.029,1.029,1,0.252,0.252,0.25,0.05
0.99393,1.1943,1.023e-06,0,0,1.0269,1.0269,1,0.254,0.254,0.25,0.05
0.99377,1.1962,1.0395e-06,0,0,1.0249,1.0249,1,0.256,0.256,0.25,0.05
0.99362,1.1981,1.056e-06,0,0,1.0228,1.0228,1,0.258,0.258,0.25,0.05
0.99346,1.2,1.0725e-06,0,0,1.0208,1.0208,1,0.26,0.26,0.25,0.05
0.99329,1.2019,1.09e-06,0,0,1.0188,1.0188,1,0.262,0.262,0.25,0.05
0.99313,1.2037,1.1076e-06,0,0,1.0167,1.0167,1,0.264,0.264,0.25,0.05
0.99296,1.2056,1.1251e-06,0,0,1.0147,1.0147,1,0.266,0.266,0.25,0.05
0.99279,1.2074,1.1426e-06,0,0,1.0127,1.0127,1,0.268,0.268,0.25,0.05
0.99262,1.2093,1.1601e-06,0,0,1.0107,1.0107,1,0.27,0.27,0.25,0.05
0.99244,1.2111,1.1786e-06,0,0,1.0087,1.0087,1,0.272,0.272,0.25,0.05
0.99226,1.2129,1.1971e-06,0,0,1.0066,1.0066,1,0.274,0.274,0.25,0.05
0.99208,1.2147,1.2156e-06,0,0,1.0046,1.0046,1,0.276,0.276,0.25,0.05
0.9919,1.2165,1.2341e-06,0,0,1.0026,1.0026,1,0.278,0.278,0.25,0.05
0.99172,1.2183,1.2526e-06,0,0,1.0006,1.0006,1,0.28,0.28,0.25,0.05
0.99153,1.2201,1.2721e-06,0,0,0.99864,0.99864,1,0.282,0.282,0.25,0.05
0.99134,1.2219,1.2916e-06,0,0,0.99665,0.99665,1,0.284,0.284,0.25,0.05
0.99114,1.2236,1.3111e-06,0,0,0.99467,0.99467,1,0.286,0.286,0.25,0.05
0.99095,1.2254,1.3306e-06,0,0,0.99268,0.99268,1,0.288,0.288,0.25,0.05
0.99076,1.2272,1.3501e-06,0,0,0.99069,0.99069,1,0.29,0.29,0.25,0.05
0.99055,1.2289,1.371e-06,0,0,0.98873,0.98873,1,0.292,0.292,0.25,0.05
0.99035,1.2306,1.392e-06,0,0,0.98677,0.98677,1,0.294,0.294,0.25,0.05
0.99015,1.2323,1.413e-06,0,0,0.9848,0.9848,1,0.296,0.296,0.25,0.05
0.98994,1.234,1.434e-06,0,0,0.98284,0.98284,1,0.298,0.298,0.25,0.05
0.98974,1.2358,1.455e-06,0,0,0.98088,0.98088,1,0.3,0.3,0.25,0.05
0.98952,1.2374,1.4775e-06,0,0,0.97894,0.97894,1,0.302,0.302,0.25,0.05
0.98931,1.2391,1.5e-06,0,0,0.977,0.977,1,0.304,0.304,0.25,0.05
0.98909,1.2408,1.5225e-06,0,0,0.97507,0.97507,1,0.306,0.306,0.25,0.05
0.98887,1.2425,1.545e-06,0,0,0.97313,0.97313,1,0.308,0.308,0.25,0.05
0.98866,1.2441,1.5675e-06,0,0,0.97119,0.97119,1,0.31,0.31,0.25,0.05
0.98843,1.2458,1.591e-06,0,0,0.96928,0.96928,1,0.312,0.312,0.25,0.05
0.9882,1.2474,1.6145e-06,0,0,0.96737,0.96737,1,0.314,0.314,0.25,0.05
0.98798,1.249,1.638e-06,0,0,0.96546,0.96546,1,0.316,0.316,0.25,0.05
0.98775,1.2506,1.6615e-06,0,0,0.96355,0.96355,1,0.318,0.318,0.25,0.05
0.98752,1.2523,1.685e-06,0,0,0.96164,0.96164,1,0.32,0.32,0.25,0.05
0.98728,1.2538,1.71e-06,0,0,0.95975,0.95975,1,0.322,0.322,0.25,0.05
0.98704,1.2554,1.735e-06,0,0,0.95787,0.95787,1,0.324,0.324,0.25,0.05
0.9868,1.257,1.7599e-06,0,0,0.95599,0.95599,1,0.326,0.326,0.25,0.05
0.98657,1.2586,1.7849e-06,0,0,0.9541,0.9541,1,0.328,0.328,0.25,0.05
0.98633,1.2602,1.8099e-06,0,0,0.95222,0.95222,1,0.33,0.33,0.25,0.05
0.98608,1.2617,1.8364e-06,0,0,0.95037,0.95037,1,0.332,0.332,0.25,0.05
0.98583,1.2632,1.8629e-06,0,0,0.94851,0.94851,1,0.334,0.334,0.25,0.05
0.98558,1.2647,1.8894e-06,0,0,0.94666,0.94666,1,0.336,0.336,0.25,0.05
0.98533,1.2663,1.9159e-06,0,0,0.9448,0.9448,1,0.338,0.338,0.25,0.05
0.98508,1.2678,1.9424e-06,0,0,0.94295,0.94295,1,0.34,0.34,0.25,0.05
0.98482,1.2693,1.9704e-06,0,0,0.94112,0.94112,1,0.342,0.342,0.25,0.05
0.98455,1.2708,1.9984e-06,0,0,0.93929,0.93929,1,0.344,0.344,0.25,0.05
0.98429,1.2723,2.0264e-06,0,0,0.93747,0.93747,1,0.346,0.346,0.25,0.05
0.98403,1.2737,2.0544e-06,0,0,0.93564,0.93564,1,0.348,0.348,0.25,0.05
0.98377,1.2752,2.0824e-06,0,0,0.93381,0.93381,1,0.35,0.35,0.25,0.05
0.9835,1.2767,2.1129e-06,0,0,0.93201,0.93201,1,0.352,0.352,0.25,0.05
0.98323,1.2781,2.1435e-06,0,0,0.93022,0.93022,1,0.354,0.354,0.25,0.05
0.98296,1.2795,2.174e-06,0,0,0.92842,0.92842,1,0.356,0.356,0.25,0.05
0.98269,1.281,2.2045e-06,0,0,0.92662,0.92662,1,0.358,0.358,0.25,0.05
0.98241,1.2824,2.235e-06,0,0,0.92482,0.92482,1,0.36,0.36,0.25,0.05
0.98213,1.2838,2.2675e-06,0,0,0.92305,0.92305,1,0.362,0.362,0.25,0.05
0.98185,1.2852,2.3e-06,0,0,0.92128,0.92128,1,0.364,0.364,0.25,0.05
0.98157,1.2866,2.3325e-06,0,0,0.91952,0.91952,1,0.366,0.366,0.25,0.05
0.98129,1.288,2.365e-06,0,0,0.91775,0.91775,1,0.368,0.368,0.25,0.05
0.981,1.2894,2.3975e-06,0,0,0.91598,0.91598,1,0.37,0.37,0.25,0.05
0.98071,1.2907,2.432e-06,0,0,0.91424,0.91424,1,0.372,0.372,0.25,0.05
0.98042,1.2921,2.4665e-06,0,0,0.91249,0.91249,1,0.374,0.374,0.25,0.05
0.98013,1.2934,2.501e-06,0,0,0.91075,0.91075,1,0.376,0.376,0.25,0.05
0.97984,1.2947,2.5355e-06,0,0,0.90901,0.90901,1,0.378,0.378,0.25,0.05
0.97954,1.2961,2.57e-06,0,0,0.90727,0.90727,1,0.38,0.38,0.25,0.05
0.97924,1.2974,2.6065e-06,0,0,0.90556,0.90556,1,0.382,0.382,0.25,0.05
0.97894,1.2987,2.643e-06,0,0,0.90385,0.90385,1,0.384,0.384,0.25,0.05
0.97864,1.3,2.6795e-06,0,0,0.90213,0.90213,1,0.386,0.386,0.25,0.05
0.97834,1.3013,2.716e-06,0,0,0.90042,0.90042,1,0.388,0.388,0.25,0.05
0.97804,1.3026,2.7525e-06,0,0,0.89871,0.89871,1,0.39,0.39,0.25,0.05
0.97772,1.3039,2.7915e-06,0,0,0.89702,0.89702,1,0.392,0.392,0.25,0.05
0.97741,1.3051,2.8305e-06,0,0,0.89534,0.89534,1,0.394,0.394,0.25,0.05
0.9771,1.3064,2.8695e-06,0,0,0.89365,0.89365,1,0.396,0.396,0.25,0.05
0.97679,1.3076,2.9085e-06,0,0,0.89196,0.89196,1,0.398,0.398,0.25,0.05
0.97648,1.3089,2.9475e-06,0,0,0.89028,0.89028,1,0.4,0.4,0.25,0.05
0.97616,1.3101,2.9895e-06,0,0,0.88862,0.88862,1,0.402,0.402,0.25,0.05
0.97584,1.3113,3.0315e-06,0,0,0.88696,0.88696,1,0.404,0.404,0.25,0.05
0.97552,1.3125,3.0735e-06,0,0,0.8853,0.8853,1,0.406,0.406,0.25,0.05
0.9752,1.3137,3.1155e-06,0,0,0.88364,0.88364,1,0.408,0.408,0.25,0.05
0.97488,1.3149,3.1575e-06,0,0,0.88199,0.88199,1,0.41,0.41,0.25,0.05
0.97455,1.3161,3.202e-06,0,0,0.88035,0.88035,1,0.412,0.412,0.25,0.05
0.97422,1.3173,3.2465e-06,0,0,0.87872,0.87872,1,0.414,0.414,0.25,0.05
0.97389,1.3185,3.291e-06,0,0,0.87709,0.87709,1,0.416,0.416,0.25,0.05
0.97356,1.3196,3.3355e-06,0,0,0.87546,0.87546,1,0.418,0.418,0.25,0.05
0.97323,1.3208,3.3799e-06,0,0,0.87382,0.87382,1,0.42,0.42,0.25,0.05
0.97289,1.3219,3.4279e-06,0,0,0.87222,0.87222,1,0.422,0.422,0.25,0.05
0.97256,1.3231,3.4759e-06,0,0,0.87061,0.87061,1,0.424,0.424,0.25,0.05
0.97222,1.3242,3.5239e-06,0,0,0.869,0.869,1,0.426,0.426,0.25,0.05
0.97188,1.3253,3.5719e-06,0,0,0.86739,0.86739,1,0.428,0.428,0.25,0.05
0.97154,1.3265,3.6199e-06,0,0,0.86579,0.86579,1,0.43,0.43,0.25,0.05
0.9712,1.3276,3.6709e-06,0,0,0.8642,0.8642,1,0.432,0.432,0.25,0.05
0.97085,1.3286,3.722e-06,0,0,0.86262,0.86262,1,0.434,0.434,0.25,0.05
0.97051,1.3297,3.773e-06,0,0,0.86104,0.86104,1,0.436,0.436,0.25,0.05
0.97016,1.3308,3.824e-06,0,0,0.85946,0.85946,1,0.438,0.438,0.25,0.05
0.96982,1.3319,3.875e-06,0,0,0.85787,0.85787,1,0.44,0.44,0.25,0.05
0.96946,1.333,3.9295e-06,0,0,0.85632,0.85632,1,0.442,0.442,0.25,0.05
0.96911,1.334,3.984e-06,0,0,0.85476,0.85476,1,0.444,0.444,0.25,0.05
0.96875,1.3351,4.0385e-06,0,0,0.8532,0.8532,1,0.446,0.446,0.25,0.05
0.9684,1.3361,4.093e-06,0,0,0.85164,0.85164,1,0.448,0.448,0.25,0.05
0.96805,1.3372,4.1475e-06,0,0,0.85008,0.85008,1,0.45,0.45,0.25,0.05
0.96769,1.3382,4.2055e-06,0,0,0.84855,0.84855,1,0.452,0.452,0.25,0.05
0.96732,1.3392,4.2635e-06,0,0,0.84701,0.84701,1,0.454,0.454,0.25,0.05
0.96696,1.3402,4.3215e-06,0,0,0.84547,0.84547,1,0.456,0.456,0.25,0.05
0.9666,1.3412,4.3795e-06,0,0,0.84394,0.84394,1,0.458,0.458,0.25,0.05
0.96624,1.3423,4.4375e-06,0,0,0.8424,0.8424,1,0.46,0.46,0.25,0.05
0.96587,1.3432,4.499e-06,0,0,0.84089,0.84089,1,0.462,0.462,0.25,0.05
0.9655,1.3442,4.5605e-06,0,0,0.83938,0.83938,1,0.464,0.464,0.25,0.05
0.96514,1.3452,4.622e-06,0,0,0.83786,0.83786,1,0.466,0.466,0.25,0.05
0.96477,1.3462,4.6835e-06,0,0,0.83635,0.83635,1,0.468,0.468,0.25,0.05
0.9644,1.3472,4.745e-06,0,0,0.83484,0.83484,1,0.47,0.47,0.25,0.05
0.96402,1.3481,4.8115e-06,0,0,0.83334,0.83334,1,0.472,0.472,0.25,0.05
0.96365,1.3491,4.878e-06,0,0,0.83185,0.83185,1,0.474,0.474,0.25,0.05
0.96327,1.35,4.9445e-06,0,0,0.83036,0.83036,1,0.476,0.476,0.25,0.05
0.9629,1.3509,5.011e-06,0,0,0.82887,0.82887,1,0.478,0.478,0.25,0.05
0.96252,1.3519,5.0775e-06,0,0,0.82738,0.82738,1,0.48,0.48,0.25,0.05
0.96214,1.3528,5.148e-06,0,0,0.82591,0.82591,1,0.482,0.482,0.25,0.05
0.96176,1.3537,5.2185e-06,0,0,0.82443,0.82443,1,0.484,0.484,0.25,0.05
0.96138,1.3546,5.289e-06,0,0,0.82296,0.82296,1,0.486,0.486,0.25,0.05
0.961,1.3555,5.3595e-06,0,0,0.82149,0.82149,1,0.488,0.488,0.25,0.05
0.96061,1.3564,5.43e-06,0,0,0.82002,0.82002,1,0.49,0.49,0.25,0.05
0.96023,1.3573,5.505e-06,0,0,0.81857,0.81857,1,0.492,0.492,0.25,0.05
0.95984,1.3582,5.58e-06,0,0,0.81712,0.81712,1,0.494,0.494,0.25,0.05
0.95945,1.3591,5.655e-06,0,0,0.81566,0.81566,1,0.496,0.496,0.25,0.05
0.95906,1.3599,5.73e-06,0,0,0.81421,0.81421,1,0.498,0.498,0.25,0.05
0.95867,1.3608,5.805e-06,0,0,0.81276,0.81276,1,0.5,0.5,0.25,0.05
0.95828,1.3617,5.8855e-06,0,0,0.81133,0.81133,1,0.502,0.502,0.25,0.05
0.95788,1.3625,5.966e-06,0,0,0.8099,0.8099,1,0.504,0.504,0.25,0.05
0.95749,1.3634,6.0465e-06,0,0,0.80846,0.80846,1,0.506,0.506,0.25,0.05
0.9571,1.3642,6.127e-06,0,0,0.80703,0.80703,1,0.508,0.508,0.25,0.05
0.9567,1.365,6.2076e-06,0,0,0.8056,0.8056,1,0.51,0.51,0.25,0.05
0.9563,1.3659,6.2926e-06,0,0,0.80418,0.80418,1,0.512,0.512,0.25,0.05
0.9559,1.3667,6.3775e-06,0,0,0.80277,0.80277,1,0.514,0.514,0.25,0.05
0.9555,1.3675,6.4625e-06,0,0,0.80136,0.80136,1,0.516,0.516,0.25,0.05
0.9551,1.3683,6.5475e-06,0,0,0.79994,0.79994,1,0.518,0.518,0.25,0.05
0.9547,1.3691,6.6325e-06,0,0,0.79853,0.79853,1,0.52,0.52,0.25,0.05
0.9543,1.3699,6.723e-06,0,0,0.79713,0.79713,1,0.522,0.522,0.25,0.05
0.95389,1.3707,6.8135e-06,0,0,0.79573,0.79573,1,0.524,0.524,0.25,0.05
0.95349,1.3715,6.904e-06,0,0,0.79434,0.79434,1,0.526,0.526,0.25,0.05
0.95308,1.3722,6.9945e-06,0,0,0.79294,0.79294,1,0.528,0.528,0.25,0.05
0.95268,1.373,7.085e-06,0,0,0.79154,0.79154,1,0.53,0.53,0.25,0.05
0.95227,1.3738,7.1805e-06,0,0,0.79016,0.79016,1,0.532,0.532,0.25,0.05
0.95186,1.3745,7.276e-06,0,0,0.78878,0.78878,1,0.534,0.534,0.25,0.05
0.95144,1.3753,7.3715e-06,0,0,0.7874,0.7874,1,0.536,0.536,0.25,0.05
0.95103,1.376,7.467e-06,0,0,0.78603,0.78603,1,0.538,0.538,0.25,0.05
0.95062,1.3768,7.5625e-06,0,0,0.78465,0.78465,1,0.54,0.54,0.25,0.05
0.95021,1.3775,7.663e-06,0,0,0.78328,0.78328,1,0.542,0.542,0.25,0.05
0.94979,1.3782,7.7635e-06,0,0,0.78192,0.78192,1,0.544,0.544,0.25,0.05
0.94938,1.379,7.864e-06,0,0,0.78055,0.78055,1,0.546,0.546,0.25,0.05
0.94896,1.3797,7.9645e-06,0,0,0.77919,0.77919,1,0.548,0.548,0.25,0.05
0.94855,1.3804,8.065e-06,0,0,0.77783,0.77783,1,0.55,0.55,0.25,0.05
0.94813,1.3811,8.171e-06,0,0,0.77648,0.77648,1,0.552,0.552,0.25,0.05
0.94771,1.3818,8.277e-06,0,0,0.77513,0.77513,1,0.554,0.554,0.25,0.05
0.94729,1.3825,8.383e-06,0,0,0.77378,0.77378,1,0.556,0.556,0.25,0.05
0.94687,1.3832,8.489e-06,0,0,0.77244,0.77244,1,0.558,0.558,0.25,0.05
0.94645,1.3839,8.595e-06,0,0,0.77109,0.77109,1,0.56,0.56,0.25,0.05
