"T","U:0","U:1","U:2","alphat","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.94602,1.3846,8.706e-06,0,0,0.76975,0.76975,1,0.562,0.562,0.25,0.05
0.9456,1.3852,8.817e-06,0,0,0.76842,0.76842,1,0.564,0.564,0.25,0.05
0.94517,1.3859,8.928e-06,0,0,0.76709,0.76709,1,0.566,0.566,0.25,0.05
0.94475,1.3866,9.039e-06,0,0,0.76575,0.76575,1,0.568,0.568,0.25,0.05
0.94433,1.3872,9.15e-06,0,0,0.76442,0.76442,1,0.57,0.57,0.25,0.05
0.9439,1.3879,9.2665e-06,0,0,0.7631,0.7631,1,0.572,0.572,0.25,0.05
0.94347,1.3885,9.383e-06,0,0,0.76178,0.76178,1,0.574,0.574,0.25,0.05
0.94304,1.3891,9.4995e-06,0,0,0.76047,0.76047,1,0.576,0.576,0.25,0.05
0.94261,1.3898,9.616e-06,0,0,0.75915,0.75915,1,0.578,0.578,0.25,0.05
0.94218,1.3904,9.7325e-06,0,0,0.75783,0.75783,1,0.58,0.58,0.25,0.05
0.94175,1.391,9.854e-06,0,0,0.75652,0.75652,1,0.582,0.582,0.25,0.05
0.94132,1.3917,9.9755e-06,0,0,0.75522,0.75522,1,0.584,0.584,0.25,0.05
0.94089,1.3923,1.0097e-05,0,0,0.75391,0.75391,1,0.586,0.586,0.25,0.05
0.94045,1.3929,1.0218e-05,0,0,0.75261,0.75261,1,0.588,0.588,0.25,0.05
0.94002,1.3935,1.034e-05,0,0,0.7513,0.7513,1,0.59,0.59,0.25,0.05
0.93959,1.3941,1.0466e-05,0,0,0.75001,0.75001,1,0.592,0.592,0.25,0.05
0.93915,1.3947,1.0593e-05,0,0,0.74872,0.74872,1,0.594,0.594,0.25,0.05
0.93871,1.3953,1.0719e-05,0,0,0.74743,0.74743,1,0.596,0.596,0.25,0.05
0.93828,1.3959,1.0846e-05,0,0,0.74614,0.74614,1,0.598,0.598,0.25,0.05
0.93784,1.3965,1.0972e-05,0,0,0.74485,0.74485,1,0.6,0.6,0.25,0.05
0.9374,1.397,1.1103e-05,0,0,0.74357,0.74357,1,0.602,0.602,0.25,0.05
0.93696,1.3976,1.1233e-05,0,0,0.74229,0.74229,1,0.604,0.604,0.25,0.05
0.93653,1.3981,1.1364e-05,0,0,0.74101,0.74101,1,0.606,0.606,0.25,0.05
0.93609,1.3987,1.1494e-05,0,0,0.73973,0.73973,1,0.608,0.608,0.25,0.05
0.93565,1.3993,1.1625e-05,0,0,0.73845,0.73845,1,0.61,0.61,0.25,0.05
0.9352,1.3998,1.1759e-05,0,0,0.73719,0.73719,1,0.612,0.612,0.25,0.05
0.93476,1.4004,1.1894e-05,0,0,0.73592,0.73592,1,0.614,0.614,0.25,0.05
0.93432,1.4009,1.2028e-05,0,0,0.73465,0.73465,1,0.616,0.616,0.25,0.05
0.93388,1.4014,1.2163e-05,0,0,0.73339,0.73339,1,0.618,0.618,0.25,0.05
0.93343,1.402,1.2297e-05,0,0,0.73212,0.73212,1,0.62,0.62,0.25,0.05
0.93299,1.4025,1.2435e-05,0,0,0.73087,0.73087,1,0.622,0.622,0.25,0.05
0.93254,1.403,1.2573e-05,0,0,0.72961,0.72961,1,0.624,0.624,0.25,0.05
0.9321,1.4035,1.2711e-05,0,0,0.72836,0.72836,1,0.626,0.626,0.25,0.05
0.93165,1.404,1.2849e-05,0,0,0.7271,0.7271,1,0.628,0.628,0.25,0.05
0.93121,1.4046,1.2987e-05,0,0,0.72585,0.72585,1,0.63,0.63,0.25,0.05
0.93076,1.405,1.3127e-05,0,0,0.72461,0.72461,1,0.632,0.632,0.25,0.05
0.93031,1.4055,1.3267e-05,0,0,0.72336,0.72336,1,0.634,0.634,0.25,0.05
0.92986,1.406,1.3407e-05,0,0,0.72212,0.72212,1,0.636,0.636,0.25,0.05
0.92942,1.4065,1.3547e-05,0,0,0.72088,0.72088,1,0.638,0.638,0.25,0.05
0.92897,1.407,1.3688e-05,0,0,0.71963,0.71963,1,0.64,0.64,0.25,0.05
0.92852,1.4075,1.383e-05,0,0,0.7184,0.7184,1,0.642,0.642,0.25,0.05
0.92807,1.408,1.3971e-05,0,0,0.71717,0.71717,1,0.644,0.644,0.25,0.05
0.92762,1.4084,1.4113e-05,0,0,0.71594,0.71594,1,0.646,0.646,0.25,0.05
0.92717,1.4089,1.4255e-05,0,0,0.71471,0.71471,1,0.648,0.648,0.25,0.05
0.92672,1.4094,1.4397e-05,0,0,0.71347,0.71347,1,0.65,0.65,0.25,0.05
0.92626,1.4098,1.454e-05,0,0,0.71225,0.71225,1,0.652,0.652,0.25,0.05
0.92581,1.4103,1.4683e-05,0,0,0.71103,0.71103,1,0.654,0.654,0.25,0.05
0.92536,1.4107,1.4826e-05,0,0,0.70981,0.70981,1,0.656,0.656,0.25,0.05
0.9249,1.4111,1.4969e-05,0,0,0.70859,0.70859,1,0.658,0.658,0.25,0.05
0.92445,1.4116,1.5112e-05,0,0,0.70737,0.70737,1,0.66,0.66,0.25,0.05
0.924,1.412,1.5256e-05,0,0,0.70616,0.70616,1,0.662,0.662,0.25,0.05
0.92354,1.4124,1.5399e-05,0,0,0.70494,0.70494,1,0.664,0.664,0.25,0.05
0.92309,1.4129,1.5543e-05,0,0,0.70373,0.70373,1,0.666,0.666,0.25,0.05
0.92263,1.4133,1.5686e-05,0,0,0.70252,0.70252,1,0.668,0.668,0.25,0.05
0.92218,1.4137,1.5829e-05,0,0,0.70131,0.70131,1,0.67,0.67,0.25,0.05
0.92172,1.4141,1.5972e-05,0,0,0.70011,0.70011,1,0.672,0.672,0.25,0.05
0.92126,1.4145,1.6114e-05,0,0,0.69891,0.69891,1,0.674,0.674,0.25,0.05
0.92081,1.4149,1.6257e-05,0,0,0.69771,0.69771,1,0.676,0.676,0.25,0.05
0.92035,1.4153,1.6399e-05,0,0,0.69651,0.69651,1,0.678,0.678,0.25,0.05
0.91989,1.4157,1.6541e-05,0,0,0.69531,0.69531,1,0.68,0.68,0.25,0.05
0.91944,1.4161,1.6681e-05,0,0,0.69411,0.69411,1,0.682,0.682,0.25,0.05
0.91898,1.4165,1.6821e-05,0,0,0.69292,0.69292,1,0.684,0.684,0.25,0.05
0.91852,1.4169,1.6961e-05,0,0,0.69173,0.69173,1,0.686,0.686,0.25,0.05
0.91806,1.4172,1.71e-05,0,0,0.69054,0.69054,1,0.688,0.688,0.25,0.05
0.9176,1.4176,1.724e-05,0,0,0.68935,0.68935,1,0.69,0.69,0.25,0.05
0.91714,1.418,1.7377e-05,0,0,0.68817,0.68817,1,0.692,0.692,0.25,0.05
0.91668,1.4184,1.7514e-05,0,0,0.68698,0.68698,1,0.694,0.694,0.25,0.05
0.91622,1.4187,1.765e-05,0,0,0.6858,0.6858,1,0.696,0.696,0.25,0.05
0.91576,1.4191,1.7787e-05,0,0,0.68462,0.68462,1,0.698,0.698,0.25,0.05
0.9153,1.4194,1.7924e-05,0,0,0.68344,0.68344,1,0.7,0.7,0.25,0.05
0.91484,1.4198,1.8055e-05,0,0,0.68226,0.68226,1,0.702,0.702,0.25,0.05
0.91438,1.4201,1.8187e-05,0,0,0.68109,0.68109,1,0.704,0.704,0.25,0.05
0.91392,1.4204,1.8319e-05,0,0,0.67992,0.67992,1,0.706,0.706,0.25,0.05
0.91346,1.4208,1.8451e-05,0,0,0.67874,0.67874,1,0.708,0.708,0.25,0.05
0.91299,1.4211,1.8583e-05,0,0,0.67757,0.67757,1,0.71,0.71,0.25,0.05
0.91253,1.4214,1.8709e-05,0,0,0.6764,0.6764,1,0.712,0.712,0.25,0.05
0.91207,1.4218,1.8834e-05,0,0,0.67524,0.67524,1,0.714,0.714,0.25,0.05
0.91161,1.4221,1.896e-05,0,0,0.67407,0.67407,1,0.716,0.716,0.25,0.05
0.91114,1.4224,1.9086e-05,0,0,0.67291,0.67291,1,0.718,0.718,0.25,0.05
0.91068,1.4227,1.9212e-05,0,0,0.67174,0.67174,1,0.72,0.72,0.25,0.05
0.91022,1.423,1.9331e-05,0,0,0.67059,0.67059,1,0.722,0.722,0.25,0.05
0.90976,1.4233,1.9449e-05,0,0,0.66943,0.66943,1,0.724,0.724,0.25,0.05
0.90929,1.4236,1.9568e-05,0,0,0.66827,0.66827,1,0.726,0.726,0.25,0.05
0.90883,1.4239,1.9687e-05,0,0,0.66712,0.66712,1,0.728,0.728,0.25,0.05
0.90837,1.4242,1.9805e-05,0,0,0.66596,0.66596,1,0.73,0.73,0.25,0.05
0.9079,1.4245,1.9915e-05,0,0,0.66481,0.66481,1,0.732,0.732,0.25,0.05
0.90744,1.4248,2.0025e-05,0,0,0.66366,0.66366,1,0.734,0.734,0.25,0.05
0.90697,1.4251,2.0135e-05,0,0,0.66252,0.66252,1,0.736,0.736,0.25,0.05
0.90651,1.4253,2.0245e-05,0,0,0.66137,0.66137,1,0.738,0.738,0.25,0.05
0.90604,1.4256,2.0355e-05,0,0,0.66022,0.66022,1,0.74,0.74,0.25,0.05
0.90558,1.4259,2.0455e-05,0,0,0.65908,0.65908,1,0.742,0.742,0.25,0.05
0.90511,1.4262,2.0554e-05,0,0,0.65794,0.65794,1,0.744,0.744,0.25,0.05
0.90465,1.4264,2.0654e-05,0,0,0.65679,0.65679,1,0.746,0.746,0.25,0.05
0.90418,1.4267,2.0754e-05,0,0,0.65565,0.65565,1,0.748,0.748,0.25,0.05
0.90372,1.4269,2.0854e-05,0,0,0.65451,0.65451,1,0.75,0.75,0.25,0.05
0.90325,1.4272,2.0943e-05,0,0,0.65338,0.65338,1,0.752,0.752,0.25,0.05
0.90279,1.4274,2.1031e-05,0,0,0.65224,0.65224,1,0.754,0.754,0.25,0.05
0.90232,1.4277,2.112e-05,0,0,0.65111,0.65111,1,0.756,0.756,0.25,0.05
0.90186,1.4279,2.1208e-05,0,0,0.64998,0.64998,1,0.758,0.758,0.25,0.05
0.90139,1.4282,2.1297e-05,0,0,0.64884,0.64884,1,0.76,0.76,0.25,0.05
0.90092,1.4284,2.1373e-05,0,0,0.64772,0.64772,1,0.762,0.762,0.25,0.05
0.90046,1.4286,2.1449e-05,0,0,0.64659,0.64659,1,0.764,0.764,0.25,0.05
0.89999,1.4288,2.1525e-05,0,0,0.64546,0.64546,1,0.766,0.766,0.25,0.05
0.89953,1.4291,2.1601e-05,0,0,0.64434,0.64434,1,0.768,0.768,0.25,0.05
0.89906,1.4293,2.1677e-05,0,0,0.64321,0.64321,1,0.77,0.77,0.25,0.05
0.8986,1.4295,2.1739e-05,0,0,0.64209,0.64209,1,0.772,0.772,0.25,0.05
0.89813,1.4297,2.1802e-05,0,0,0.64097,0.64097,1,0.774,0.774,0.25,0.05
0.89766,1.4299,2.1864e-05,0,0,0.63985,0.63985,1,0.776,0.776,0.25,0.05
0.8972,1.4301,2.1926e-05,0,0,0.63873,0.63873,1,0.778,0.778,0.25,0.05
0.89673,1.4303,2.1988e-05,0,0,0.63761,0.63761,1,0.78,0.78,0.25,0.05
0.89626,1.4305,2.2036e-05,0,0,0.6365,0.6365,1,0.782,0.782,0.25,0.05
0.8958,1.4307,2.2084e-05,0,0,0.63538,0.63538,1,0.784,0.784,0.25,0.05
0.89533,1.4309,2.2131e-05,0,0,0.63427,0.63427,1,0.786,0.786,0.25,0.05
0.89486,1.4311,2.2179e-05,0,0,0.63316,0.63316,1,0.788,0.788,0.25,0.05
0.8944,1.4313,2.2227e-05,0,0,0.63204,0.63204,1,0.79,0.79,0.25,0.05
0.89393,1.4315,2.2258e-05,0,0,0.63093,0.63093,1,0.792,0.792,0.25,0.05
0.89347,1.4317,2.229e-05,0,0,0.62983,0.62983,1,0.794,0.794,0.25,0.05
0.893,1.4318,2.2322e-05,0,0,0.62872,0.62872,1,0.796,0.796,0.25,0.05
0.89253,1.432,2.2354e-05,0,0,0.62761,0.62761,1,0.798,0.798,0.25,0.05
0.89207,1.4322,2.2386e-05,0,0,0.6265,0.6265,1,0.8,0.8,0.25,0.05
0.8916,1.4324,2.2401e-05,0,0,0.6254,0.6254,1,0.802,0.802,0.25,0.05
0.89113,1.4325,2.2417e-05,0,0,0.6243,0.6243,1,0.804,0.804,0.25,0.05
0.89067,1.4327,2.2432e-05,0,0,0.6232,0.6232,1,0.806,0.806,0.25,0.05
0.8902,1.4329,2.2447e-05,0,0,0.6221,0.6221,1,0.808,0.808,0.25,0.05
0.88973,1.433,2.2463e-05,0,0,0.62099,0.62099,1,0.81,0.81,0.25,0.05
0.88927,1.4332,2.2461e-05,0,0,0.6199,0.6199,1,0.812,0.812,0.25,0.05
0.8888,1.4333,2.2459e-05,0,0,0.6188,0.6188,1,0.814,0.814,0.25,0.05
0.88834,1.4335,2.2457e-05,0,0,0.61771,0.61771,1,0.816,0.816,0.25,0.05
0.88787,1.4336,2.2456e-05,0,0,0.61661,0.61661,1,0.818,0.818,0.25,0.05
0.8874,1.4338,2.2454e-05,0,0,0.61551,0.61551,1,0.82,0.82,0.25,0.05
0.88694,1.4339,2.2435e-05,0,0,0.61442,0.61442,1,0.822,0.822,0.25,0.05
0.88647,1.434,2.2415e-05,0,0,0.61333,0.61333,1,0.824,0.824,0.25,0.05
0.88601,1.4342,2.2396e-05,0,0,0.61224,0.61224,1,0.826,0.826,0.25,0.05
0.88554,1.4343,2.2377e-05,0,0,0.61115,0.61115,1,0.828,0.828,0.25,0.05
0.88507,1.4344,2.2358e-05,0,0,0.61006,0.61006,1,0.83,0.83,0.25,0.05
0.88461,1.4345,2.2321e-05,0,0,0.60897,0.60897,1,0.832,0.832,0.25,0.05
0.88414,1.4347,2.2284e-05,0,0,0.60789,0.60789,1,0.834,0.834,0.25,0.05
0.88368,1.4348,2.2246e-05,0,0,0.6068,0.6068,1,0.836,0.836,0.25,0.05
0.88321,1.4349,2.2209e-05,0,0,0.60571,0.60571,1,0.838,0.838,0.25,0.05
0.88275,1.435,2.2172e-05,0,0,0.60463,0.60463,1,0.84,0.84,0.25,0.05
0.88228,1.4351,2.2117e-05,0,0,0.60355,0.60355,1,0.842,0.842,0.25,0.05
0.88182,1.4352,2.2062e-05,0,0,0.60246,0.60246,1,0.844,0.844,0.25,0.05
0.88135,1.4354,2.2007e-05,0,0,0.60138,0.60138,1,0.846,0.846,0.25,0.05
0.88089,1.4355,2.1952e-05,0,0,0.6003,0.6003,1,0.848,0.848,0.25,0.05
0.88042,1.4356,2.1898e-05,0,0,0.59922,0.59922,1,0.85,0.85,0.25,0.05
0.87996,1.4357,2.1825e-05,0,0,0.59814,0.59814,1,0.852,0.852,0.25,0.05
0.87949,1.4358,2.1752e-05,0,0,0.59706,0.59706,1,0.854,0.854,0.25,0.05
0.87903,1.4359,2.168e-05,0,0,0.59599,0.59599,1,0.856,0.856,0.25,0.05
0.87856,1.436,2.1607e-05,0,0,0.59491,0.59491,1,0.858,0.858,0.25,0.05
0.8781,1.4361,2.1534e-05,0,0,0.59383,0.59383,1,0.86,0.86,0.25,0.05
0.87764,1.4361,2.1444e-05,0,0,0.59276,0.59276,1,0.862,0.862,0.25,0.05
0.87717,1.4362,2.1354e-05,0,0,0.59169,0.59169,1,0.864,0.864,0.25,0.05
0.87671,1.4363,2.1264e-05,0,0,0.59061,0.59061,1,0.866,0.866,0.25,0.05
0.87624,1.4364,2.1174e-05,0,0,0.58954,0.58954,1,0.868,0.868,0.25,0.05
0.87578,1.4365,2.1084e-05,0,0,0.58847,0.58847,1,0.87,0.87,0.25,0.05
0.87532,1.4366,2.0977e-05,0,0,0.5874,0.5874,1,0.872,0.872,0.25,0.05
0.87485,1.4366,2.087e-05,0,0,0.58633,0.58633,1,0.874,0.874,0.25,0.05
0.87439,1.4367,2.0763e-05,0,0,0.58526,0.58526,1,0.876,0.876,0.25,0.05
0.87393,1.4368,2.0657e-05,0,0,0.58419,0.58419,1,0.878,0.878,0.25,0.05
0.87347,1.4369,2.055e-05,0,0,0.58312,0.58312,1,0.88,0.88,0.25,0.05
0.873,1.4369,2.0427e-05,0,0,0.58205,0.58205,1,0.882,0.882,0.25,0.05
0.87254,1.437,2.0304e-05,0,0,0.58099,0.58099,1,0.884,0.884,0.25,0.05
0.87208,1.4371,2.0181e-05,0,0,0.57992,0.57992,1,0.886,0.886,0.25,0.05
0.87162,1.4371,2.0058e-05,0,0,0.57886,0.57886,1,0.888,0.888,0.25,0.05
0.87115,1.4372,1.9935e-05,0,0,0.57779,0.57779,1,0.89,0.89,0.25,0.05
0.87069,1.4373,1.9797e-05,0,0,0.57673,0.57673,1,0.892,0.892,0.25,0.05
0.87023,1.4373,1.9659e-05,0,0,0.57566,0.57566,1,0.894,0.894,0.25,0.05
0.86977,1.4374,1.9521e-05,0,0,0.5746,0.5746,1,0.896,0.896,0.25,0.05
0.86931,1.4374,1.9383e-05,0,0,0.57354,0.57354,1,0.898,0.898,0.25,0.05
0.86884,1.4375,1.9245e-05,0,0,0.57248,0.57248,1,0.9,0.9,0.25,0.05
0.86838,1.4375,1.9093e-05,0,0,0.57142,0.57142,1,0.902,0.902,0.25,0.05
0.86792,1.4376,1.8941e-05,0,0,0.57036,0.57036,1,0.904,0.904,0.25,0.05
0.86746,1.4376,1.8789e-05,0,0,0.5693,0.5693,1,0.906,0.906,0.25,0.05
0.867,1.4377,1.8637e-05,0,0,0.56824,0.56824,1,0.908,0.908,0.25,0.05
0.86654,1.4377,1.8485e-05,0,0,0.56718,0.56718,1,0.91,0.91,0.25,0.05
0.86608,1.4378,1.832e-05,0,0,0.56612,0.56612,1,0.912,0.912,0.25,0.05
0.86562,1.4378,1.8155e-05,0,0,0.56506,0.56506,1,0.914,0.914,0.25,0.05
0.86516,1.4379,1.799e-05,0,0,0.56401,0.56401,1,0.916,0.916,0.25,0.05
0.8647,1.4379,1.7825e-05,0,0,0.56295,0.56295,1,0.918,0.918,0.25,0.05
0.86424,1.4379,1.766e-05,0,0,0.56189,0.56189,1,0.92,0.92,0.25,0.05
0.86378,1.438,1.7484e-05,0,0,0.56084,0.56084,1,0.922,0.922,0.25,0.05
0.86332,1.438,1.7308e-05,0,0,0.55978,0.55978,1,0.924,0.924,0.25,0.05
0.86286,1.438,1.7132e-05,0,0,0.55873,0.55873,1,0.926,0.926,0.25,0.05
0.86241,1.4381,1.6956e-05,0,0,0.55767,0.55767,1,0.928,0.928,0.25,0.05
0.86195,1.4381,1.678e-05,0,0,0.55662,0.55662,1,0.93,0.93,0.25,0.05
0.86149,1.4381,1.6594e-05,0,0,0.55557,0.55557,1,0.932,0.932,0.25,0.05
0.86103,1.4382,1.6408e-05,0,0,0.55451,0.55451,1,0.934,0.934,0.25,0.05
0.86057,1.4382,1.6222e-05,0,0,0.55346,0.55346,1,0.936,0.936,0.25,0.05
0.86012,1.4382,1.6036e-05,0,0,0.55241,0.55241,1,0.938,0.938,0.25,0.05
0.85966,1.4383,1.585e-05,0,0,0.55136,0.55136,1,0.94,0.94,0.25,0.05
0.8592,1.4383,1.5656e-05,0,0,0.55031,0.55031,1,0.942,0.942,0.25,0.05
0.85874,1.4383,1.5462e-05,0,0,0.54926,0.54926,1,0.944,0.944,0.25,0.05
0.85829,1.4383,1.5268e-05,0,0,0.54821,0.54821,1,0.946,0.946,0.25,0.05
0.85783,1.4383,1.5074e-05,0,0,0.54716,0.54716,1,0.948,0.948,0.25,0.05
0.85737,1.4384,1.488e-05,0,0,0.54611,0.54611,1,0.95,0.95,0.25,0.05
0.85692,1.4384,1.468e-05,0,0,0.54506,0.54506,1,0.952,0.952,0.25,0.05
0.85646,1.4384,1.4479e-05,0,0,0.54401,0.54401,1,0.954,0.954,0.25,0.05
0.85601,1.4384,1.4279e-05,0,0,0.54296,0.54296,1,0.956,0.956,0.25,0.05
0.85555,1.4384,1.4078e-05,0,0,0.54191,0.54191,1,0.958,0.958,0.25,0.05
0.85509,1.4385,1.3878e-05,0,0,0.54086,0.54086,1,0.96,0.96,0.25,0.05
0.85464,1.4385,1.3673e-05,0,0,0.53982,0.53982,1,0.962,0.962,0.25,0.05
0.85418,1.4385,1.3468e-05,0,0,0.53877,0.53877,1,0.964,0.964,0.25,0.05
0.85373,1.4385,1.3263e-05,0,0,0.53772,0.53772,1,0.966,0.966,0.25,0.05
0.85328,1.4385,1.3058e-05,0,0,0.53668,0.53668,1,0.968,0.968,0.25,0.05
0.85282,1.4385,1.2853e-05,0,0,0.53563,0.53563,1,0.97,0.97,0.25,0.05
0.85237,1.4385,1.2645e-05,0,0,0.53458,0.53458,1,0.972,0.972,0.25,0.05
0.85191,1.4385,1.2437e-05,0,0,0.53354,0.53354,1,0.974,0.974,0.25,0.05
0.85146,1.4386,1.2229e-05,0,0,0.53249,0.53249,1,0.976,0.976,0.25,0.05
0.85101,1.4386,1.2021e-05,0,0,0.53145,0.53145,1,0.978,0.978,0.25,0.05
0.85055,1.4386,1.1814e-05,0,0,0.5304,0.5304,1,0.98,0.98,0.25,0.05
0.8501,1.4386,1.1605e-05,0,0,0.52936,0.52936,1,0.982,0.982,0.25,0.05
0.84965,1.4386,1.1396e-05,0,0,0.52831,0.52831,1,0.984,0.984,0.25,0.05
0.84919,1.4386,1.1187e-05,0,0,0.52727,0.52727,1,0.986,0.986,0.25,0.05
0.84874,1.4386,1.0978e-05,0,0,0.52622,0.52622,1,0.988,0.988,0.25,0.05
0.84829,1.4386,1.0769e-05,0,0,0.52518,0.52518,1,0.99,0.99,0.25,0.05
0.84784,1.4386,1.0561e-05,0,0,0.52414,0.52414,1,0.992,0.992,0.25,0.05
0.84739,1.4386,1.0354e-05,0,0,0.52309,0.52309,1,0.994,0.994,0.25,0.05
0.84693,1.4386,1.0146e-05,0,0,0.52205,0.52205,1,0.996,0.996,0.25,0.05
0.84648,1.4386,9.9379e-06,0,0,0.52101,0.52101,1,0.998,0.998,0.25,0.05
0.84603,1.4386,9.73e-06,0,0,0.51996,0.51996,1,1,1,0.25,0.05
0.84558,1.4386,9.5253e-06,0,0,0.51892,0.51892,1,1.002,1.002,0.25,0.05
0.84513,1.4386,9.3205e-06,0,0,0.51788,0.51788,1,1.004,1.004,0.25,0.05
0.84468,1.4386,9.1157e-06,0,0,0.51684,0.51684,1,1.006,1.006,0.25,0.05
0.84423,1.4386,8.9109e-06,0,0,0.5158,0.5158,1,1.008,1.008,0.25,0.05
0.84378,1.4386,8.7061e-06,0,0,0.51475,0.51475,1,1.01,1.01,0.25,0.05
0.84333,1.4386,8.5057e-06,0,0,0.51371,0.51371,1,1.012,1.012,0.25,0.05
0.84288,1.4386,8.3052e-06,0,0,0.51267,0.51267,1,1.014,1.014,0.25,0.05
0.84243,1.4386,8.1048e-06,0,0,0.51163,0.51163,1,1.016,1.016,0.25,0.05
0.84198,1.4386,7.9044e-06,0,0,0.51059,0.51059,1,1.018,1.018,0.25,0.05
0.84154,1.4386,7.704e-06,0,0,0.50955,0.50955,1,1.02,1.02,0.25,0.05
0.84109,1.4386,7.5086e-06,0,0,0.50851,0.50851,1,1.022,1.022,0.25,0.05
0.84064,1.4386,7.3133e-06,0,0,0.50747,0.50747,1,1.024,1.024,0.25,0.05
0.84019,1.4386,7.1179e-06,0,0,0.50643,0.50643,1,1.026,1.026,0.25,0.05
0.83974,1.4386,6.9226e-06,0,0,0.50538,0.50538,1,1.028,1.028,0.25,0.05
0.8393,1.4386,6.7272e-06,0,0,0.50434,0.50434,1,1.03,1.03,0.25,0.05
0.83885,1.4386,6.5378e-06,0,0,0.5033,0.5033,1,1.032,1.032,0.25,0.05
0.8384,1.4386,6.3483e-06,0,0,0.50226,0.50226,1,1.034,1.034,0.25,0.05
0.83796,1.4386,6.1589e-06,0,0,0.50122,0.50122,1,1.036,1.036,0.25,0.05
0.83751,1.4386,5.9695e-06,0,0,0.50018,0.50018,1,1.038,1.038,0.25,0.05
0.83706,1.4386,5.78e-06,0,0,0.49914,0.49914,1,1.04,1.04,0.25,0.05
0.83662,1.4386,5.5975e-06,0,0,0.4981,0.4981,1,1.042,1.042,0.25,0.05
0.83617,1.4386,5.415e-06,0,0,0.49706,0.49706,1,1.044,1.044,0.25,0.05
0.83573,1.4386,5.2326e-06,0,0,0.49602,0.49602,1,1.046,1.046,0.25,0.05
0.83528,1.4386,5.0501e-06,0,0,0.49498,0.49498,1,1.048,1.048,0.25,0.05
0.83484,1.4386,4.8676e-06,0,0,0.49395,0.49395,1,1.05,1.05,0.25,0.05
0.83439,1.4386,4.693e-06,0,0,0.49291,0.49291,1,1.052,1.052,0.25,0.05
0.83395,1.4385,4.5185e-06,0,0,0.49187,0.49187,1,1.054,1.054,0.25,0.05
0.8335,1.4385,4.3439e-06,0,0,0.49083,0.49083,1,1.056,1.056,0.25,0.05
0.83306,1.4385,4.1694e-06,0,0,0.48979,0.48979,1,1.058,1.058,0.25,0.05
0.83261,1.4385,3.9948e-06,0,0,0.48875,0.48875,1,1.06,1.06,0.25,0.05
0.83217,1.4385,3.8291e-06,0,0,0.48771,0.48771,1,1.062,1.062,0.25,0.05
0.83173,1.4385,3.6634e-06,0,0,0.48667,0.48667,1,1.064,1.064,0.25,0.05
0.83129,1.4385,3.4977e-06,0,0,0.48563,0.48563,1,1.066,1.066,0.25,0.05
0.83084,1.4385,3.332e-06,0,0,0.48459,0.48459,1,1.068,1.068,0.25,0.05
0.8304,1.4385,3.1663e-06,0,0,0.48355,0.48355,1,1.07,1.07,0.25,0.05
0.82996,1.4385,3.0102e-06,0,0,0.48252,0.48252,1,1.072,1.072,0.25,0.05
0.82952,1.4385,2.8541e-06,0,0,0.48148,0.48148,1,1.074,1.074,0.25,0.05
0.82907,1.4385,2.698e-06,0,0,0.48044,0.48044,1,1.076,1.076,0.25,0.05
0.82863,1.4385,2.5419e-06,0,0,0.4794,0.4794,1,1.078,1.078,0.25,0.05
0.82819,1.4385,2.3859e-06,0,0,0.47836,0.47836,1,1.08,1.08,0.25,0.05
0.82775,1.4385,2.24e-06,0,0,0.47732,0.47732,1,1.082,1.082,0.25,0.05
0.82731,1.4384,2.0942e-06,0,0,0.47628,0.47628,1,1.084,1.084,0.25,0.05
0.82687,1.4384,1.9484e-06,0,0,0.47524,0.47524,1,1.086,1.086,0.25,0.05
0.82643,1.4384,1.8025e-06,0,0,0.47421,0.47421,1,1.088,1.088,0.25,0.05
0.82599,1.4384,1.6567e-06,0,0,0.47317,0.47317,1,1.09,1.09,0.25,0.05
0.82555,1.4384,1.5217e-06,0,0,0.47213,0.47213,1,1.092,1.092,0.25,0.05
0.82511,1.4384,1.3866e-06,0,0,0.47109,0.47109,1,1.094,1.094,0.25,0.05
0.82467,1.4384,1.2515e-06,0,0,0.47005,0.47005,1,1.096,1.096,0.25,0.05
0.82423,1.4384,1.1165e-06,0,0,0.46901,0.46901,1,1.098,1.098,0.25,0.05
0.82379,1.4384,9.814e-07,0,0,0.46798,0.46798,1,1.1,1.1,0.25,0.05
0.82336,1.4384,8.5746e-07,0,0,0.46694,0.46694,1,1.102,1.102,0.25,0.05
0.82292,1.4384,7.3351e-07,0,0,0.4659,0.4659,1,1.104,1.104,0.25,0.05
0.82248,1.4384,6.0957e-07,0,0,0.46486,0.46486,1,1.106,1.106,0.25,0.05
0.82204,1.4384,4.8562e-07,0,0,0.46382,0.46382,1,1.108,1.108,0.25,0.05
0.82161,1.4383,3.6168e-07,0,0,0.46278,0.46278,1,1.11,1.11,0.25,0.05
0.82117,1.4383,2.4906e-07,0,0,0.46175,0.46175,1,1.112,1.112,0.25,0.05
0.82073,1.4383,1.3645e-07,0,0,0.46071,0.46071,1,1.114,1.114,0.25,0.05
0.8203,1.4383,2.3827e-08,0,0,0.45967,0.45967,1,1.116,1.116,0.25,0.05
0.81986,1.4383,-8.8786e-08,0,0,0.45863,0.45863,1,1.118,1.118,0.25,0.05
0.81942,1.4383,-2.014e-07,0,0,0.45759,0.45759,1,1.12,1.12,0.25,0.05
