"T","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.74134,1.4962,-1.3295e-09,0,1,1.464,1.464,0.25,0.1
0.7409,1.4962,-1.2444e-09,0,1,1.466,1.466,0.25,0.1
0.74046,1.4963,-1.1592e-09,0,1,1.468,1.468,0.25,0.1
0.74002,1.4963,-1.0741e-09,0,1,1.47,1.47,0.25,0.1
0.73958,1.4963,-1.0592e-09,0,1,1.472,1.472,0.25,0.1
0.73914,1.4963,-1.0443e-09,0,1,1.474,1.474,0.25,0.1
0.7387,1.4963,-1.0294e-09,0,1,1.476,1.476,0.25,0.1
0.73826,1.4963,-1.0145e-09,0,1,1.478,1.478,0.25,0.1
0.73782,1.4964,-9.9953e-10,0,1,1.48,1.48,0.25,0.1
0.73738,1.4964,-1.0998e-09,0,1,1.482,1.482,0.25,0.1
0.73694,1.4964,-1.2e-09,0,1,1.484,1.484,0.25,0.1
0.7365,1.4964,-1.3002e-09,0,1,1.486,1.486,0.25,0.1
0.73606,1.4964,-1.4004e-09,0,1,1.488,1.488,0.25,0.1
0.73563,1.4965,-1.5007e-09,0,1,1.49,1.49,0.25,0.1
0.73519,1.4965,-1.6656e-09,0,1,1.492,1.492,0.25,0.1
0.73475,1.4965,-1.8306e-09,0,1,1.494,1.494,0.25,0.1
0.73431,1.4965,-1.9956e-09,0,1,1.496,1.496,0.25,0.1
0.73388,1.4965,-2.1606e-09,0,1,1.498,1.498,0.25,0.1
0.73344,1.4965,-2.3256e-09,0,1,1.5,1.5,0.25,0.1
0.733,1.4966,-2.4354e-09,0,1,1.502,1.502,0.25,0.1
0.73257,1.4966,-2.5453e-09,0,1,1.504,1.504,0.25,0.1
0.73213,1.4966,-2.6552e-09,0,1,1.506,1.506,0.25,0.1
0.7317,1.4966,-2.765e-09,0,1,1.508,1.508,0.25,0.1
0.73126,1.4966,-2.8749e-09,0,1,1.51,1.51,0.25,0.1
0.73083,1.4966,-2.8649e-09,0,1,1.512,1.512,0.25,0.1
0.73039,1.4967,-2.8549e-09,0,1,1.514,1.514,0.25,0.1
0.72996,1.4967,-2.8449e-09,0,1,1.516,1.516,0.25,0.1
0.72952,1.4967,-2.8349e-09,0,1,1.518,1.518,0.25,0.1
0.72909,1.4967,-2.8249e-09,0,1,1.52,1.52,0.25,0.1
0.72866,1.4967,-2.7449e-09,0,1,1.522,1.522,0.25,0.1
0.72822,1.4967,-2.6648e-09,0,1,1.524,1.524,0.25,0.1
0.72779,1.4967,-2.5848e-09,0,1,1.526,1.526,0.25,0.1
0.72736,1.4968,-2.5047e-09,0,1,1.528,1.528,0.25,0.1
0.72692,1.4968,-2.4247e-09,0,1,1.53,1.53,0.25,0.1
0.72649,1.4968,-2.3747e-09,0,1,1.532,1.532,0.25,0.1
0.72606,1.4968,-2.3247e-09,0,1,1.534,1.534,0.25,0.1
0.72563,1.4968,-2.2746e-09,0,1,1.536,1.536,0.25,0.1
0.7252,1.4968,-2.2246e-09,0,1,1.538,1.538,0.25,0.1
0.72477,1.4969,-2.1746e-09,0,1,1.54,1.54,0.25,0.1
0.72434,1.4969,-2.2097e-09,0,1,1.542,1.542,0.25,0.1
0.72391,1.4969,-2.2448e-09,0,1,1.544,1.544,0.25,0.1
0.72348,1.4969,-2.2799e-09,0,1,1.546,1.546,0.25,0.1
0.72305,1.4969,-2.315e-09,0,1,1.548,1.548,0.25,0.1
0.72262,1.4969,-2.3501e-09,0,1,1.55,1.55,0.25,0.1
0.72219,1.4969,-2.45e-09,0,1,1.552,1.552,0.25,0.1
0.72176,1.497,-2.5499e-09,0,1,1.554,1.554,0.25,0.1
0.72133,1.497,-2.6497e-09,0,1,1.556,1.556,0.25,0.1
0.7209,1.497,-2.7496e-09,0,1,1.558,1.558,0.25,0.1
0.72047,1.497,-2.8494e-09,0,1,1.56,1.56,0.25,0.1
0.72005,1.497,-2.9246e-09,0,1,1.562,1.562,0.25,0.1
0.71962,1.497,-2.9997e-09,0,1,1.564,1.564,0.25,0.1
0.71919,1.497,-3.0748e-09,0,1,1.566,1.566,0.25,0.1
0.71876,1.497,-3.1499e-09,0,1,1.568,1.568,0.25,0.1
0.71834,1.4971,-3.2251e-09,0,1,1.57,1.57,0.25,0.1
0.71791,1.4971,-3.2202e-09,0,1,1.572,1.572,0.25,0.1
0.71749,1.4971,-3.2152e-09,0,1,1.574,1.574,0.25,0.1
0.71706,1.4971,-3.2103e-09,0,1,1.576,1.576,0.25,0.1
0.71663,1.4971,-3.2054e-09,0,1,1.578,1.578,0.25,0.1
0.71621,1.4971,-3.2005e-09,0,1,1.58,1.58,0.25,0.1
0.71579,1.4971,-3.1304e-09,0,1,1.582,1.582,0.25,0.1
0.71536,1.4972,-3.0603e-09,0,1,1.584,1.584,0.25,0.1
0.71494,1.4972,-2.9901e-09,0,1,1.586,1.586,0.25,0.1
0.71451,1.4972,-2.92e-09,0,1,1.588,1.588,0.25,0.1
0.71409,1.4972,-2.8499e-09,0,1,1.59,1.59,0.25,0.1
0.71367,1.4972,-2.765e-09,0,1,1.592,1.592,0.25,0.1
0.71325,1.4972,-2.68e-09,0,1,1.594,1.594,0.25,0.1
0.71282,1.4972,-2.5951e-09,0,1,1.596,1.596,0.25,0.1
0.7124,1.4972,-2.5101e-09,0,1,1.598,1.598,0.25,0.1
0.71198,1.4972,-2.4252e-09,0,1,1.6,1.6,0.25,0.1
0.71156,1.4973,-2.3952e-09,0,1,1.602,1.602,0.25,0.1
0.71114,1.4973,-2.3651e-09,0,1,1.604,1.604,0.25,0.1
0.71072,1.4973,-2.3351e-09,0,1,1.606,1.606,0.25,0.1
0.7103,1.4973,-2.3051e-09,0,1,1.608,1.608,0.25,0.1
0.70987,1.4973,-2.2751e-09,0,1,1.61,1.61,0.25,0.1
0.70946,1.4973,-2.3051e-09,0,1,1.612,1.612,0.25,0.1
0.70904,1.4973,-2.3351e-09,0,1,1.614,1.614,0.25,0.1
0.70862,1.4973,-2.3651e-09,0,1,1.616,1.616,0.25,0.1
0.7082,1.4973,-2.3952e-09,0,1,1.618,1.618,0.25,0.1
0.70778,1.4974,-2.4252e-09,0,1,1.62,1.62,0.25,0.1
0.70736,1.4974,-2.4551e-09,0,1,1.622,1.622,0.25,0.1
0.70694,1.4974,-2.485e-09,0,1,1.624,1.624,0.25,0.1
0.70653,1.4974,-2.5149e-09,0,1,1.626,1.626,0.25,0.1
0.70611,1.4974,-2.5449e-09,0,1,1.628,1.628,0.25,0.1
0.70569,1.4974,-2.5748e-09,0,1,1.63,1.63,0.25,0.1
0.70527,1.4974,-2.5448e-09,0,1,1.632,1.632,0.25,0.1
0.70486,1.4974,-2.5148e-09,0,1,1.634,1.634,0.25,0.1
0.70444,1.4974,-2.4847e-09,0,1,1.636,1.636,0.25,0.1
0.70403,1.4975,-2.4547e-09,0,1,1.638,1.638,0.25,0.1
0.70361,1.4975,-2.4247e-09,0,1,1.64,1.64,0.25,0.1
0.7032,1.4975,-2.3398e-09,0,1,1.642,1.642,0.25,0.1
0.70278,1.4975,-2.2548e-09,0,1,1.644,1.644,0.25,0.1
0.70237,1.4975,-2.1699e-09,0,1,1.646,1.646,0.25,0.1
0.70195,1.4975,-2.0849e-09,0,1,1.648,1.648,0.25,0.1
0.70154,1.4975,-2e-09,0,1,1.65,1.65,0.25,0.1
0.70113,1.4975,-1.895e-09,0,1,1.652,1.652,0.25,0.1
0.70072,1.4975,-1.7901e-09,0,1,1.654,1.654,0.25,0.1
0.7003,1.4975,-1.6851e-09,0,1,1.656,1.656,0.25,0.1
0.69989,1.4975,-1.5802e-09,0,1,1.658,1.658,0.25,0.1
0.69948,1.4976,-1.4752e-09,0,1,1.66,1.66,0.25,0.1
0.69907,1.4976,-1.3952e-09,0,1,1.662,1.662,0.25,0.1
0.69866,1.4976,-1.3151e-09,0,1,1.664,1.664,0.25,0.1
0.69825,1.4976,-1.2351e-09,0,1,1.666,1.666,0.25,0.1
0.69784,1.4976,-1.1551e-09,0,1,1.668,1.668,0.25,0.1
0.69743,1.4976,-1.075e-09,0,1,1.67,1.67,0.25,0.1
0.69702,1.4976,-1.035e-09,0,1,1.672,1.672,0.25,0.1
0.69661,1.4976,-9.9499e-10,0,1,1.674,1.674,0.25,0.1
0.6962,1.4976,-9.5497e-10,0,1,1.676,1.676,0.25,0.1
0.69579,1.4976,-9.1495e-10,0,1,1.678,1.678,0.25,0.1
0.69538,1.4977,-8.7493e-10,0,1,1.68,1.68,0.25,0.1
0.69498,1.4977,-8.3992e-10,0,1,1.682,1.682,0.25,0.1
0.69457,1.4977,-8.049e-10,0,1,1.684,1.684,0.25,0.1
0.69416,1.4977,-7.6989e-10,0,1,1.686,1.686,0.25,0.1
0.69376,1.4977,-7.3487e-10,0,1,1.688,1.688,0.25,0.1
0.69335,1.4977,-6.9986e-10,0,1,1.69,1.69,0.25,0.1
0.69295,1.4977,-6.3483e-10,0,1,1.692,1.692,0.25,0.1
0.69254,1.4977,-5.698e-10,0,1,1.694,1.694,0.25,0.1
0.69214,1.4977,-5.0477e-10,0,1,1.696,1.696,0.25,0.1
0.69173,1.4977,-4.3974e-10,0,1,1.698,1.698,0.25,0.1
0.69133,1.4977,-3.7471e-10,0,1,1.7,1.7,0.25,0.1
0.69092,1.4977,-2.5984e-10,0,1,1.702,1.702,0.25,0.1
0.69052,1.4977,-1.4498e-10,0,1,1.704,1.704,0.25,0.1
0.69012,1.4978,-3.0108e-11,0,1,1.706,1.706,0.25,0.1
0.68972,1.4978,8.4759e-11,0,1,1.708,1.708,0.25,0.1
0.68931,1.4978,1.9963e-10,0,1,1.71,1.71,0.25,0.1
0.68891,1.4978,3.346e-10,0,1,1.712,1.712,0.25,0.1
0.68851,1.4978,4.6957e-10,0,1,1.714,1.714,0.25,0.1
0.68811,1.4978,6.0454e-10,0,1,1.716,1.716,0.25,0.1
0.68771,1.4978,7.3951e-10,0,1,1.718,1.718,0.25,0.1
0.68731,1.4978,8.7448e-10,0,1,1.72,1.72,0.25,0.1
0.68691,1.4978,9.9453e-10,0,1,1.722,1.722,0.25,0.1
0.68651,1.4978,1.1146e-09,0,1,1.724,1.724,0.25,0.1
0.68612,1.4978,1.2346e-09,0,1,1.726,1.726,0.25,0.1
0.68572,1.4978,1.3547e-09,0,1,1.728,1.728,0.25,0.1
0.68532,1.4978,1.4747e-09,0,1,1.73,1.73,0.25,0.1
0.68492,1.4979,1.5798e-09,0,1,1.732,1.732,0.25,0.1
0.68453,1.4979,1.6848e-09,0,1,1.734,1.734,0.25,0.1
0.68413,1.4979,1.7899e-09,0,1,1.736,1.736,0.25,0.1
0.68373,1.4979,1.8949e-09,0,1,1.738,1.738,0.25,0.1
0.68334,1.4979,2e-09,0,1,1.74,1.74,0.25,0.1
0.68294,1.4979,2.1e-09,0,1,1.742,1.742,0.25,0.1
0.68255,1.4979,2.2001e-09,0,1,1.744,1.744,0.25,0.1
0.68215,1.4979,2.3001e-09,0,1,1.746,1.746,0.25,0.1
0.68176,1.4979,2.4002e-09,0,1,1.748,1.748,0.25,0.1
0.68137,1.4979,2.5002e-09,0,1,1.75,1.75,0.25,0.1
0.68098,1.4979,2.6102e-09,0,1,1.752,1.752,0.25,0.1
0.68058,1.4979,2.7203e-09,0,1,1.754,1.754,0.25,0.1
0.68019,1.4979,2.8304e-09,0,1,1.756,1.756,0.25,0.1
0.6798,1.4979,2.9404e-09,0,1,1.758,1.758,0.25,0.1
0.67941,1.4979,3.0504e-09,0,1,1.76,1.76,0.25,0.1
0.67902,1.498,3.1904e-09,0,1,1.762,1.762,0.25,0.1
0.67863,1.498,3.3304e-09,0,1,1.764,1.764,0.25,0.1
0.67824,1.498,3.4704e-09,0,1,1.766,1.766,0.25,0.1
0.67785,1.498,3.6103e-09,0,1,1.768,1.768,0.25,0.1
0.67746,1.498,3.7503e-09,0,1,1.77,1.77,0.25,0.1
0.67707,1.498,3.9153e-09,0,1,1.772,1.772,0.25,0.1
0.67669,1.498,4.0803e-09,0,1,1.774,1.774,0.25,0.1
0.6763,1.498,4.2453e-09,0,1,1.776,1.776,0.25,0.1
0.67591,1.498,4.4102e-09,0,1,1.778,1.778,0.25,0.1
0.67553,1.498,4.5752e-09,0,1,1.78,1.78,0.25,0.1
0.67514,1.498,4.7502e-09,0,1,1.782,1.782,0.25,0.1
0.67476,1.498,4.9253e-09,0,1,1.784,1.784,0.25,0.1
0.67437,1.498,5.1003e-09,0,1,1.786,1.786,0.25,0.1
0.67399,1.498,5.2753e-09,0,1,1.788,1.788,0.25,0.1
0.6736,1.498,5.4504e-09,0,1,1.79,1.79,0.25,0.1
0.67322,1.498,5.6203e-09,0,1,1.792,1.792,0.25,0.1
0.67284,1.498,5.7903e-09,0,1,1.794,1.794,0.25,0.1
0.67246,1.4981,5.9602e-09,0,1,1.796,1.796,0.25,0.1
0.67208,1.4981,6.1301e-09,0,1,1.798,1.798,0.25,0.1
0.67169,1.4981,6.3001e-09,0,1,1.8,1.8,0.25,0.1
0.67132,1.4981,6.4601e-09,0,1,1.802,1.802,0.25,0.1
0.67094,1.4981,6.62e-09,0,1,1.804,1.804,0.25,0.1
0.67056,1.4981,6.78e-09,0,1,1.806,1.806,0.25,0.1
0.67018,1.4981,6.94e-09,0,1,1.808,1.808,0.25,0.1
0.6698,1.4981,7.1e-09,0,1,1.81,1.81,0.25,0.1
0.66942,1.4981,7.26e-09,0,1,1.812,1.812,0.25,0.1
0.66905,1.4981,7.42e-09,0,1,1.814,1.814,0.25,0.1
0.66867,1.4981,7.58e-09,0,1,1.816,1.816,0.25,0.1
0.66829,1.4981,7.7401e-09,0,1,1.818,1.818,0.25,0.1
0.66792,1.4981,7.9001e-09,0,1,1.82,1.82,0.25,0.1
0.66754,1.4981,8.0701e-09,0,1,1.822,1.822,0.25,0.1
0.66717,1.4981,8.2401e-09,0,1,1.824,1.824,0.25,0.1
0.6668,1.4981,8.41e-09,0,1,1.826,1.826,0.25,0.1
0.66642,1.4981,8.58e-09,0,1,1.828,1.828,0.25,0.1
0.66605,1.4981,8.75e-09,0,1,1.83,1.83,0.25,0.1
0.66568,1.4981,8.94e-09,0,1,1.832,1.832,0.25,0.1
0.66531,1.4981,9.13e-09,0,1,1.834,1.834,0.25,0.1
0.66494,1.4982,9.32e-09,0,1,1.836,1.836,0.25,0.1
0.66456,1.4982,9.51e-09,0,1,1.838,1.838,0.25,0.1
0.66419,1.4982,9.7e-09,0,1,1.84,1.84,0.25,0.1
0.66383,1.4982,9.91e-09,0,1,1.842,1.842,0.25,0.1
0.66346,1.4982,1.012e-08,0,1,1.844,1.844,0.25,0.1
0.66309,1.4982,1.033e-08,0,1,1.846,1.846,0.25,0.1
0.66272,1.4982,1.054e-08,0,1,1.848,1.848,0.25,0.1
0.66236,1.4982,1.075e-08,0,1,1.85,1.85,0.25,0.1
0.66199,1.4982,1.0975e-08,0,1,1.852,1.852,0.25,0.1
0.66163,1.4982,1.12e-08,0,1,1.854,1.854,0.25,0.1
0.66126,1.4982,1.1425e-08,0,1,1.856,1.856,0.25,0.1
0.6609,1.4982,1.165e-08,0,1,1.858,1.858,0.25,0.1
0.66053,1.4982,1.1875e-08,0,1,1.86,1.86,0.25,0.1
0.66017,1.4982,1.2095e-08,0,1,1.862,1.862,0.25,0.1
0.65981,1.4982,1.2315e-08,0,1,1.864,1.864,0.25,0.1
0.65945,1.4982,1.2535e-08,0,1,1.866,1.866,0.25,0.1
0.65909,1.4982,1.2755e-08,0,1,1.868,1.868,0.25,0.1
0.65873,1.4982,1.2975e-08,0,1,1.87,1.87,0.25,0.1
0.65837,1.4982,1.318e-08,0,1,1.872,1.872,0.25,0.1
0.65801,1.4982,1.3385e-08,0,1,1.874,1.874,0.25,0.1
0.65765,1.4982,1.359e-08,0,1,1.876,1.876,0.25,0.1
0.65729,1.4982,1.3795e-08,0,1,1.878,1.878,0.25,0.1
0.65694,1.4983,1.4e-08,0,1,1.88,1.88,0.25,0.1
0.65658,1.4983,1.4203e-08,0,1,1.882,1.882,0.25,0.1
0.65623,1.4983,1.4407e-08,0,1,1.884,1.884,0.25,0.1
0.65587,1.4983,1.461e-08,0,1,1.886,1.886,0.25,0.1
0.65552,1.4983,1.4814e-08,0,1,1.888,1.888,0.25,0.1
0.65516,1.4983,1.5017e-08,0,1,1.89,1.89,0.25,0.1
0.65481,1.4983,1.5228e-08,0,1,1.892,1.892,0.25,0.1
0.65446,1.4983,1.5439e-08,0,1,1.894,1.894,0.25,0.1
0.65411,1.4983,1.565e-08,0,1,1.896,1.896,0.25,0.1
0.65376,1.4983,1.5862e-08,0,1,1.898,1.898,0.25,0.1
0.6534,1.4983,1.6073e-08,0,1,1.9,1.9,0.25,0.1
0.65306,1.4983,1.63e-08,0,1,1.902,1.902,0.25,0.1
0.65271,1.4983,1.6528e-08,0,1,1.904,1.904,0.25,0.1
0.65236,1.4983,1.6755e-08,0,1,1.906,1.906,0.25,0.1
0.65201,1.4983,1.6983e-08,0,1,1.908,1.908,0.25,0.1
0.65167,1.4983,1.721e-08,0,1,1.91,1.91,0.25,0.1
0.65132,1.4983,1.7459e-08,0,1,1.912,1.912,0.25,0.1
0.65098,1.4983,1.7707e-08,0,1,1.914,1.914,0.25,0.1
0.65063,1.4983,1.7956e-08,0,1,1.916,1.916,0.25,0.1
0.65029,1.4983,1.8204e-08,0,1,1.918,1.918,0.25,0.1
0.64995,1.4983,1.8453e-08,0,1,1.92,1.92,0.25,0.1
0.64961,1.4983,1.8706e-08,0,1,1.922,1.922,0.25,0.1
0.64927,1.4983,1.896e-08,0,1,1.924,1.924,0.25,0.1
0.64893,1.4983,1.9213e-08,0,1,1.926,1.926,0.25,0.1
0.64859,1.4983,1.9467e-08,0,1,1.928,1.928,0.25,0.1
0.64824,1.4984,1.972e-08,0,1,1.93,1.93,0.25,0.1
0.64791,1.4984,1.996e-08,0,1,1.932,1.932,0.25,0.1
0.64757,1.4984,2.0199e-08,0,1,1.934,1.934,0.25,0.1
0.64724,1.4984,2.0439e-08,0,1,1.936,1.936,0.25,0.1
0.6469,1.4984,2.0678e-08,0,1,1.938,1.938,0.25,0.1
0.64656,1.4984,2.0917e-08,0,1,1.94,1.94,0.25,0.1
0.64623,1.4984,2.1136e-08,0,1,1.942,1.942,0.25,0.1
0.6459,1.4984,2.1355e-08,0,1,1.944,1.944,0.25,0.1
0.64557,1.4984,2.1574e-08,0,1,1.946,1.946,0.25,0.1
0.64524,1.4984,2.1793e-08,0,1,1.948,1.948,0.25,0.1
0.6449,1.4984,2.2013e-08,0,1,1.95,1.95,0.25,0.1
0.64458,1.4984,2.2221e-08,0,1,1.952,1.952,0.25,0.1
0.64425,1.4984,2.243e-08,0,1,1.954,1.954,0.25,0.1
0.64392,1.4984,2.2639e-08,0,1,1.956,1.956,0.25,0.1
0.64359,1.4984,2.2848e-08,0,1,1.958,1.958,0.25,0.1
0.64327,1.4984,2.3058e-08,0,1,1.96,1.96,0.25,0.1
0.64294,1.4984,2.327e-08,0,1,1.962,1.962,0.25,0.1
0.64262,1.4984,2.3483e-08,0,1,1.964,1.964,0.25,0.1
0.6423,1.4984,2.3695e-08,0,1,1.966,1.966,0.25,0.1
0.64198,1.4984,2.3908e-08,0,1,1.968,1.968,0.25,0.1
0.64165,1.4984,2.412e-08,0,1,1.97,1.97,0.25,0.1
0.64134,1.4984,2.433e-08,0,1,1.972,1.972,0.25,0.1
0.64103,1.4984,2.454e-08,0,1,1.974,1.974,0.25,0.1
0.64071,1.4984,2.475e-08,0,1,1.976,1.976,0.25,0.1
0.6404,1.4984,2.496e-08,0,1,1.978,1.978,0.25,0.1
0.64009,1.4984,2.517e-08,0,1,1.98,1.98,0.25,0.1
0.6398,1.4984,2.5343e-08,0,1,1.982,1.982,0.25,0.1
0.63951,1.4984,2.5515e-08,0,1,1.984,1.984,0.25,0.1
0.63921,1.4984,2.5687e-08,0,1,1.986,1.986,0.25,0.1
0.63892,1.4984,2.586e-08,0,1,1.988,1.988,0.25,0.1
0.63863,1.4984,2.6032e-08,0,1,1.99,1.99,0.25,0.1
0.63849,1.4984,2.6103e-08,0,1,1.992,1.992,0.25,0.1
0.63836,1.4984,2.6173e-08,0,1,1.994,1.994,0.25,0.1
0.63822,1.4984,2.6244e-08,0,1,1.996,1.996,0.25,0.1
0.63808,1.4984,2.6314e-08,0,1,1.998,1.998,0.25,0.1
0.63794,1.4985,2.6385e-08,0,1,2,2,0.25,0.1
